id,age,income,score,category,region,active,signup_date
15288,30,61127,0.3354,D,south,false,2023-01-27
15289,42,64398,0.4500,B,east,false,2023-02-02
15290,22,46586,0.4976,E,east,false,2023-06-19
15291,39,69556,0.5389,C,north,false,2023-11-28
15292,18,49823,0.2729,C,east,false,2023-08-08
15293,43,66081,0.4484,C,south,false,2023-01-20
15294,28,43694,0.3134,E,north,true,2023-05-14
15295,49,87547,0.5517,A,north,false,2023-01-03
15296,39,,0.2215,A,south,false,2023-10-19
15297,36,38802,0.3697,E,east,false,2023-03-10
15298,48,56458,0.7325,D,west,false,2023-03-16
15299,18,63609,0.2268,A,west,true,2023-11-28
15300,36,61582,0.4102,B,south,true,2023-07-11
15301,22,74029,0.5917,C,west,true,2023-02-22
15302,46,60236,0.3432,B,north,true,2023-03-13
15303,40,69973,0.5097,B,north,true,2023-03-10
15304,45,48342,0.8617,A,east,false,2023-02-05
15305,18,78241,0.7187,D,south,true,2023-09-07
15306,31,77566,0.5712,E,west,true,2023-02-15
15307,34,36639,0.2749,C,east,false,2023-06-27
15308,36,64321,0.2683,A,west,true,2023-03-13
15309,30,63716,0.5761,A,west,false,2023-12-08
15310,45,62239,0.4299,D,west,false,2023-08-09
15311,30,50715,0.1929,D,west,false,2023-02-01
15312,32,52160,0.1159,E,north,false,2023-03-10
15313,37,70854,0.4533,C,east,true,2023-08-27
15314,26,56488,0.6207,E,west,false,2023-08-03
15315,49,100039,0.4744,B,south,true,2023-09-20
15316,61,69555,0.6126,A,south,false,2023-08-03
15317,36,85676,0.4711,C,west,true,2023-11-14
15318,22,67263,0.5333,D,east,true,2023-02-10
15319,39,63107,0.6095,A,north,false,2023-05-07
15320,37,31006,0.3730,D,east,false,2023-12-10
15321,42,85860,0.3956,E,north,false,2023-03-23
15322,20,75176,0.2783,D,south,false,2023-06-19
15323,56,64951,0.7677,A,west,false,2023-04-14
15324,38,47074,0.3090,E,west,false,2023-08-17
15325,24,73993,0.5224,A,south,true,2023-02-13
15326,47,51797,0.6361,E,east,true,2023-09-22
15327,34,62794,0.3719,E,south,true,2023-10-14
15328,60,68117,0.3969,D,north,true,2023-07-10
15329,29,42247,0.4202,B,east,true,2023-07-01
15330,44,38414,0.4646,C,west,true,2023-10-09
15331,51,47550,0.7145,C,east,true,2023-12-24
15332,51,47496,0.5705,B,north,false,2023-11-02
15333,45,93734,0.4028,E,north,true,2023-12-09
15334,43,61454,0.4166,E,west,true,2023-02-28
15335,50,76111,0.5744,C,south,false,2023-11-11
15336,36,47632,0.4189,A,south,true,2023-11-08
15337,36,47524,0.5152,A,west,true,2023-08-01
15338,28,56870,0.5208,A,south,false,2023-08-22
15339,46,67739,0.2799,D,south,true,2023-10-27
15340,51,95963,0.5964,C,west,true,2023-05-15
15341,54,54981,0.6594,D,west,true,2023-03-20
15342,34,44366,0.5038,A,west,false,2023-12-20
15343,48,68474,0.6413,E,east,true,2023-05-28
15344,24,36683,0.4657,C,north,true,2023-06-25
15345,23,46756,0.3708,D,north,false,2023-10-25
15346,69,49350,0.5724,B,north,false,2023-11-15
15347,35,62596,0.7000,B,east,false,2023-05-10
15348,30,74455,0.3702,E,north,false,2023-06-21
15349,57,96318,0.5726,D,south,false,2023-01-03
15350,31,72569,0.5327,E,south,false,2023-09-17
15351,35,98181,0.6279,E,north,true,2023-05-06
15352,23,35432,0.3995,A,east,true,2023-01-18
15353,41,64103,0.2781,E,north,true,2023-09-26
15354,29,49316,0.1564,C,west,true,2023-09-16
15355,33,54635,0.3975,B,west,false,2023-12-28
15356,47,84483,0.4998,A,south,false,2023-01-04
15357,45,,0.4144,B,west,false,2023-07-16
15358,23,66374,0.5143,A,north,false,2023-04-18
15359,32,50320,0.5525,D,south,false,2023-06-16
15360,21,85646,0.4478,D,east,true,2023-07-13
15361,38,44874,0.4637,A,west,true,2023-04-20
15362,35,39278,0.5084,D,east,false,2023-07-05
15363,26,26818,0.4349,B,east,false,2023-07-16
15364,40,73254,0.3082,E,west,true,2023-02-20
15365,40,100875,0.1741,E,north,false,2023-10-05
15366,25,62738,0.5739,B,north,true,2023-08-19
15367,65,83632,0.5270,B,north,true,2023-10-08
15368,59,61172,0.4824,A,south,true,2023-08-10
15369,42,75180,0.6112,C,east,false,2023-02-22
15370,42,48869,0.5390,D,north,true,2023-03-11
15371,60,53885,0.4175,B,north,false,2023-12-26
15372,43,18155,0.4918,B,west,false,2023-10-23
15373,56,48789,0.5672,B,east,true,2023-03-22
15374,42,82531,0.6121,C,north,false,2023-08-23
15375,21,40201,0.4637,A,south,true,2023-09-24
15376,29,63130,0.5132,B,south,true,2023-05-15
15377,22,81517,0.6523,B,south,true,2023-11-24
15378,48,100076,0.4456,C,west,true,2023-11-13
15379,49,86758,0.6002,D,south,false,2023-02-13
15380,42,74695,0.4359,A,north,true,2023-11-26
15381,39,51282,0.4064,B,north,false,2023-08-27
15382,58,74676,0.3913,C,west,false,2023-03-21
15383,28,74203,0.3931,B,north,false,2023-05-13
15384,26,50449,0.7305,B,south,true,2023-02-28
15385,43,27069,0.5649,E,south,false,2023-08-05
15386,31,42355,0.2267,C,south,true,2023-11-14
15386,23,47827,0.4553,C,south,false,2023-12-13
15388,37,62162,0.6719,A,east,true,2023-02-24
15389,21,49998,0.5464,B,west,true,2023-10-03
15390,34,59071,0.3588,C,south,false,2023-05-13
15391,42,40906,0.5628,B,east,true,2023-02-03
15392,23,62315,0.4155,A,south,true,2023-04-03
15393,38,65020,0.5352,B,west,false,2023-12-08
15394,33,103375,0.5720,A,west,true,2023-05-12
15395,29,81557,0.3557,B,east,true,2023-01-28
15396,59,46172,0.7696,A,west,true,2023-10-27
15397,57,86029,0.6550,A,north,true,2023-11-07
15398,32,59434,0.3077,C,south,true,2023-06-11
15399,43,59533,0.4788,B,south,false,2023-10-16
15400,48,57719,0.6049,A,south,false,2023-02-28
15401,39,77883,0.3052,A,south,false,2023-06-17
15402,26,95011,0.5686,C,east,false,2023-08-07
15403,42,559671,0.4311,D,north,false,2023-10-17
15404,42,52603,0.5242,A,north,true,2023-11-07
15405,18,54855,0.5823,A,west,false,2023-01-19
15406,25,46326,0.5691,C,north,false,2023-08-19
15407,44,37686,0.5795,B,north,false,2023-02-23
15408,42,,0.7599,B,south,true,2023-04-04
15409,53,48366,0.2965,D,south,true,2023-10-04
15410,62,50730,0.5361,B,west,true,2023-05-16
15411,20,58283,0.4997,E,west,true,2023-04-16
15412,36,61498,0.4959,D,north,false,2023-06-17
15413,41,54138,0.2229,D,west,true,2023-11-26
15414,29,72355,0.4746,D,west,false,2023-10-13
15415,19,54374,0.7161,A,north,false,2023-01-21
15416,36,66607,0.3306,B,south,true,2023-08-24
15417,28,81999,0.4828,A,west,false,2023-08-07
15418,56,73303,0.5548,D,east,false,2023-03-10
15419,40,69502,0.6072,B,north,false,2023-03-11
15420,49,51870,0.5936,B,north,true,2023-11-22
15421,41,61664,0.9204,E,south,true,2023-05-21
15422,18,62164,0.3731,E,west,false,2023-11-27
15423,34,83696,0.4962,D,south,false,2023-01-10
15424,32,56453,0.3501,E,east,true,2023-11-09
15425,70,62592,0.5378,E,west,false,2023-01-13
15426,31,54145,0.7028,A,east,false,2023-08-07
15427,47,591315,0.5974,B,east,true,2023-01-16
15428,40,67641,0.5477,D,west,true,2023-01-22
15429,40,83820,0.6018,B,north,true,2023-09-07
15430,18,50981,0.6486,A,south,false,2023-01-09
15431,41,71198,0.4924,B,east,false,2023-05-03
15432,38,87269,0.3293,C,north,false,2023-08-13
15433,32,66035,0.3122,E,north,true,2023-06-07
15434,68,31873,0.3474,D,west,false,2023-02-03
15435,33,,0.6814,A,south,false,2023-03-11
15436,37,40979,0.5441,C,north,false,2023-08-11
15437,32,53678,0.6606,B,south,true,2023-11-15
15438,39,86687,0.2004,E,east,false,2023-07-24
15439,31,57806,0.4677,A,north,false,2023-07-27
15440,25,54342,0.2374,D,east,false,2023-12-23
15441,45,30345,0.5043,B,south,false,2023-03-02
15442,40,65870,0.5587,B,north,false,2023-11-15
15443,35,87131,0.6297,B,north,true,2023-03-20
15444,37,82143,0.3727,A,south,false,2023-07-15
15445,33,58418,0.4989,C,east,false,2023-10-07
15446,31,48215,0.5297,B,south,true,2023-08-27
15447,32,54845,0.5331,C,east,false,2023-03-01
15448,41,69676,0.5406,B,north,false,2023-10-28
15449,37,66041,0.5270,E,east,true,2023-06-19
15450,33,57096,0.6098,D,west,false,2023-09-17
15451,32,47176,0.4715,A,north,false,2023-05-11
15452,56,54085,0.6055,C,east,false,2023-07-15
15453,42,33995,0.5363,D,west,false,2023-05-24
15454,55,63781,0.5506,D,north,true,2023-01-17
15455,45,66193,0.5356,C,west,true,2023-10-07
15456,42,42622,0.7025,D,east,true,2023-10-27
15457,28,74423,0.2748,E,north,true,2023-10-14
15458,45,67794,0.5039,A,north,false,2023-07-20
15459,36,39103,0.5991,E,west,true,2023-05-10
15460,41,54562,0.1638,A,north,false,2023-12-15
15461,56,60446,0.4460,B,south,false,2023-05-01
15462,46,67769,0.6817,C,south,false,2023-07-02
15463,40,86948,0.3492,B,south,true,2023-10-28
15464,42,65928,0.5933,B,north,false,2023-10-04
15465,51,45840,0.2333,C,east,false,2023-03-15
15466,38,51592,0.5135,C,south,false,2023-07-27
15467,27,59050,0.6174,E,east,false,2023-11-26
15468,30,66002,0.2792,E,north,false,2023-10-27
15469,56,87533,0.3898,A,south,false,2023-10-23
15470,44,68261,0.5632,D,south,false,2023-08-06
15471,57,70106,0.6645,B,east,false,2023-10-12
15472,58,65253,0.3693,A,north,true,2023-02-06
15473,31,48264,0.2909,D,north,false,2023-09-04
15474,55,41755,0.6246,B,west,true,2023-10-13
15475,44,81765,0.5076,D,east,true,2023-05-21
15476,28,68945,0.3833,B,north,true,2023-05-11
15477,18,67145,0.4851,D,north,false,2023-06-23
15478,45,36227,0.5508,D,north,false,2023-12-09
15479,29,33460,0.2519,A,north,false,2023-09-20
15480,41,55637,0.5845,A,south,false,2023-07-22
15481,39,90458,0.7616,B,west,true,2023-02-14
15482,34,44677,0.6217,D,east,false,2023-12-03
15483,25,45415,0.4607,E,west,true,2023-05-28
15484,39,68368,0.4388,A,east,true,2023-09-04
15485,42,40137,0.5746,A,north,true,2023-10-12
15485,38,,0.3897,E,west,false,2023-09-28
15487,31,39023,0.5206,E,north,false,2023-02-20
15488,37,34601,0.5850,A,west,true,2023-09-09
15489,31,48235,0.4938,C,north,false,2023-05-15
15490,47,82331,0.4915,B,west,true,2023-07-09
15491,29,44282,0.4944,E,north,false,2023-01-02
15492,48,74025,0.4751,C,east,true,2023-12-09
15493,44,68337,0.3226,A,west,false,2023-02-02
15494,35,32413,0.4473,D,west,false,2023-07-04
15495,47,50635,0.5124,C,east,false,2023-01-26
15496,32,31778,0.6128,C,south,false,2023-05-25
15497,42,63356,0.3202,E,west,true,2023-05-15
15498,32,42271,0.3416,C,south,true,2023-08-12
15499,42,62672,0.3691,E,north,true,2023-07-20
15500,44,54734,0.5965,D,south,false,2023-09-28
15501,31,38742,0.4547,E,south,true,2023-05-16
15502,46,50507,0.3160,A,east,true,2023-01-28
15503,18,48681,0.2559,E,west,false,2023-03-23
15504,18,54634,0.3219,D,south,true,2023-01-07
15505,40,107652,0.4521,C,north,false,2023-03-18
15506,34,29656,0.4536,D,south,false,2023-06-07
15507,24,28993,0.3688,B,south,false,2023-11-24
15508,26,82768,0.8241,A,north,false,2023-11-18
15509,43,55395,0.6365,E,east,true,2023-12-05
15510,43,61295,0.3331,A,west,true,2023-02-14
15511,57,64933,0.4121,D,east,false,2023-04-05
15512,35,44456,0.2258,B,east,false,2023-02-05
15513,48,66617,0.4627,A,east,false,2023-10-25
15514,23,34520,0.6947,C,west,true,2023-09-02
15515,18,68861,0.3154,A,south,true,2023-01-11
15516,38,49733,0.3522,A,west,false,2023-05-16
15517,47,52840,0.2167,E,east,true,2023-10-26
15518,39,54669,0.2989,D,north,false,2023-04-16
15519,40,53231,0.5406,D,east,false,2023-01-26
15520,53,77891,0.6503,E,east,false,2023-08-26
15521,49,80716,0.3633,B,east,false,2023-08-12
15522,46,51922,0.7143,C,east,false,2023-04-05
15523,58,60474,0.2459,B,north,false,2023-08-19
15524,23,55791,0.3127,E,north,true,2023-10-24
15525,28,553773,0.5795,B,east,true,2023-09-21
15526,51,38446,0.6427,A,south,true,2023-10-02
15527,30,48220,0.5341,A,east,false,2023-10-19
15528,18,46820,0.5336,C,east,true,2023-10-01
15529,35,58654,0.5941,C,north,false,2023-12-02
15530,66,74425,0.4019,D,north,true,2023-07-22
15531,34,34180,0.4304,B,west,true,2023-03-24
15532,34,42493,0.5084,B,east,true,2023-12-13
15533,48,88599,0.2735,A,north,true,2023-07-25
15534,40,56171,0.5365,B,north,false,2023-12-21
15535,51,61146,0.4899,A,west,false,2023-09-26
15536,53,45395,0.5609,A,north,true,2023-08-07
15537,66,70869,0.2831,D,east,false,2023-12-17
15538,48,79152,0.4996,B,west,true,2023-03-25
15539,57,70746,0.4462,E,east,true,2023-01-08
15540,56,51910,0.6369,E,west,false,2023-11-27
15541,50,85743,0.4950,E,south,false,2023-07-08
15542,31,72020,0.6416,D,west,true,2023-04-05
15543,50,67985,0.6927,B,east,false,2023-04-23
15544,35,41220,0.4113,E,north,false,2023-12-15
15545,42,23888,0.5684,A,east,true,2023-02-07
15546,43,87043,0.6853,C,west,true,2023-12-09
15547,31,93059,0.2078,A,west,true,2023-12-03
15548,20,42117,0.5190,D,west,true,2023-01-18
15549,25,66504,0.5348,C,west,true,2023-06-01
15550,27,35068,0.1900,C,east,false,2023-08-19
15551,55,68937,0.1555,D,west,false,2023-09-08
15552,45,55822,0.5720,C,east,true,2023-09-26
15553,39,40967,0.2301,B,south,true,2023-02-04
15554,64,58916,0.4580,B,west,true,2023-06-19
15555,42,73341,0.6202,D,north,false,2023-10-12
15556,31,52880,0.5232,D,north,true,2023-04-10
15557,38,83932,0.6605,D,south,true,2023-08-26
15558,66,78749,0.5871,D,north,false,2023-05-07
15559,34,52187,0.6053,B,south,false,2023-12-17
15560,23,36763,0.2501,E,west,true,2023-10-17
15561,64,64361,0.6734,E,south,false,2023-04-20
15562,47,73928,0.3364,A,north,false,2023-06-05
15563,41,37653,0.2700,E,south,false,2023-05-03
15564,39,62667,0.5420,D,north,false,2023-12-14
15565,38,66446,0.7037,B,west,false,2023-06-21
15566,40,83047,0.5592,E,north,true,2023-08-16
15567,37,79487,0.4955,E,south,true,2023-09-25
15568,77,81191,0.5046,D,east,false,2023-12-18
15569,49,52089,0.3287,D,north,false,2023-06-07
15570,30,53464,0.7264,B,south,false,2023-11-17
15571,32,555326,0.5033,C,south,false,2023-01-24
15572,46,65423,0.2335,D,east,true,2023-07-25
15573,20,20210,0.5212,E,east,false,2023-02-20
15574,37,58488,0.7191,D,west,false,2023-05-24
15575,39,63227,0.5483,B,south,false,2023-11-11
15576,39,86173,0.4470,E,west,false,2023-02-03
15577,32,75537,0.1276,E,west,true,2023-07-03
15578,51,64438,0.5316,C,north,true,2023-06-09
15579,42,50942,0.4393,B,west,false,2023-01-25
15580,20,75651,0.4418,A,south,true,2023-05-22
15581,57,,0.7318,C,west,false,2023-12-14
15582,23,35887,0.4195,D,north,true,2023-05-15
15583,47,52184,0.6104,D,south,false,2023-07-17
15584,27,71222,0.5711,E,west,true,2023-04-25
15585,41,55801,0.2614,B,west,true,2023-07-28
15586,25,44966,0.4913,C,west,false,2023-08-17
15587,20,52087,0.3418,B,south,false,2023-10-18
15588,52,63567,0.5578,E,north,false,2023-08-26
15589,42,67819,0.4900,D,west,false,2023-04-10
15590,57,43112,0.3477,E,south,true,2023-12-20
15591,43,77896,0.3715,D,west,false,2023-01-01
15592,41,42379,0.5003,D,west,true,2023-07-23
15593,46,58150,0.4611,C,south,true,2023-11-15
15594,40,,0.2664,B,north,false,2023-08-18
15595,33,79638,0.3005,D,west,false,2023-05-28
15596,39,43028,0.6791,D,east,true,2023-09-27
15597,57,77174,0.4355,E,north,true,2023-02-18
15598,49,63658,0.2543,B,north,true,2023-09-05
15599,36,76681,0.2743,E,north,false,2023-02-22
15600,25,25324,0.4925,D,east,false,2023-09-22
15601,18,85091,0.6742,E,west,true,2023-04-24
15602,52,57877,0.6821,E,west,true,2023-06-02
15603,21,50057,0.7766,D,west,false,2023-07-25
15604,45,65249,0.5889,A,west,false,2023-02-27
15605,37,40745,0.4056,E,north,true,2023-12-11
15606,36,51228,0.4565,C,north,false,2023-02-02
15607,61,54187,0.7883,E,north,true,2023-02-10
15608,46,82792,0.4031,A,north,true,2023-08-14
15609,37,,0.6211,E,south,false,2023-05-01
15610,44,77250,0.7001,A,west,false,2023-08-14
15611,28,81266,0.1936,D,east,true,2023-09-03
15612,48,77957,0.5169,B,west,false,2023-05-09
15613,40,69478,0.3429,A,north,false,2023-10-27
15614,43,54710,0.6785,B,west,false,2023-08-26
15615,26,54483,0.8205,B,east,true,2023-07-26
15616,36,42509,0.2254,D,west,true,2023-09-27
15617,37,90036,0.5916,A,north,true,2023-12-05
15618,41,63227,0.3306,E,east,false,2023-08-10
15619,43,47677,0.5961,D,south,true,2023-05-05
15620,39,50408,0.3096,E,east,false,2023-03-11
15621,54,35456,0.2492,C,south,true,2023-07-05
15622,51,88315,0.7723,E,west,false,2023-04-11
15623,56,76553,0.8664,C,south,false,2023-02-05
15624,44,70432,0.3496,E,west,false,2023-01-14
15625,26,65531,0.4843,E,west,true,2023-12-28
15626,47,61979,0.5723,D,south,true,2023-11-28
15627,36,76447,0.3850,D,east,false,2023-09-16
15628,29,43718,0.2066,D,south,false,2023-06-07
15629,49,52033,0.4928,E,east,true,2023-08-18
15630,66,48781,0.5587,A,west,true,2023-11-21
15631,36,61769,0.4780,A,south,true,2023-02-13
15632,51,70145,0.5958,B,west,false,2023-09-05
15633,41,57702,0.5060,E,south,false,2023-03-03
15634,35,42751,0.3984,E,east,true,2023-12-21
15635,43,85188,0.3765,B,north,true,2023-01-16
15636,22,50552,0.3982,D,west,true,2023-06-11
15637,64,60439,0.8388,A,east,true,2023-11-23
15638,34,80155,0.6053,B,north,false,2023-12-12
15639,29,36908,0.3558,B,west,true,2023-05-05
15640,50,101446,0.4440,C,east,false,2023-11-14
15641,20,76899,0.5123,A,south,false,2023-02-02
15642,35,57297,0.4309,B,west,true,2023-06-09
15643,45,80832,0.4909,A,east,false,2023-09-01
15644,46,51076,0.2889,D,east,true,2023-09-15
15645,42,63061,0.4336,D,north,false,2023-11-27
15646,41,66436,0.2362,E,west,true,2023-10-06
15647,28,67270,0.7193,D,south,true,2023-11-17
15648,27,49981,0.4225,D,north,false,2023-04-12
15649,56,66468,0.3611,D,west,false,2023-04-20
15650,30,73962,0.2022,A,east,false,2023-07-19
15651,44,75217,0.2053,B,north,true,2023-02-23
15652,38,85036,0.2707,E,north,true,2023-11-13
15653,44,60401,0.5158,A,south,false,2023-09-03
15654,54,60366,0.6328,C,north,true,2023-02-24
15655,47,91460,0.5113,B,south,true,2023-04-27
15656,36,30351,0.2929,C,east,false,2023-04-11
15657,31,51179,0.4811,C,north,false,2023-08-10
15658,39,42790,0.5044,E,north,true,2023-01-17
15659,42,56805,0.3247,A,south,false,2023-11-25
15660,23,65705,0.3619,A,south,true,2023-05-17
15661,37,63863,0.7343,E,south,false,2023-02-08
15662,29,64331,0.2966,B,west,true,2023-08-25
15663,35,49770,0.4133,D,east,false,2023-01-19
15664,49,,0.3604,A,west,false,2023-01-01
15665,33,43496,0.3955,D,west,true,2023-08-22
15666,33,72619,0.6545,D,south,false,2023-12-12
15667,28,86614,0.5767,C,south,false,2023-04-11
15668,24,56082,0.3979,B,east,false,2023-01-17
15669,42,82841,0.6497,C,north,false,2023-07-01
15670,48,46400,0.4584,E,east,false,2023-01-07
15671,49,42352,0.3805,C,west,true,2023-06-24
15672,41,51734,0.4841,E,south,true,2023-05-23
15672,26,38989,0.3897,D,east,false,2023-01-17
15674,46,50083,0.5756,D,south,true,2023-08-05
15675,32,72228,0.4711,E,east,true,2023-07-27
15676,49,65015,0.4785,C,north,true,2023-02-24
15677,32,76050,0.7396,A,east,true,2023-11-26
15678,45,64722,0.6528,D,west,true,2023-09-08
15679,29,67244,0.3323,D,west,true,2023-12-22
15680,40,23400,0.3778,B,south,true,2023-07-19
15681,31,35110,0.5304,B,east,false,2023-06-28
15682,65,59925,0.6066,B,north,true,2023-08-05
15683,21,36386,0.8142,D,east,false,2023-07-02
15684,30,80933,0.3472,C,north,false,2023-02-20
15685,48,55409,0.4440,D,west,false,2023-04-11
15686,41,27748,0.5130,A,south,false,2023-12-16
15687,43,51380,0.3863,B,west,false,2023-04-06
15688,27,77943,0.5429,E,north,true,2023-03-19
15689,45,39568,0.5878,D,south,false,2023-09-10
15690,28,92722,0.6092,B,east,true,2023-01-04
15691,28,64893,0.7606,E,east,false,2023-01-02
15692,51,49944,0.4736,C,east,true,2023-05-08
15693,36,68712,0.6314,E,east,true,2023-02-24
15694,36,98384,0.3483,B,east,false,2023-08-10
15695,50,43695,0.3145,B,north,true,2023-10-25
15696,71,63079,0.7188,A,south,true,2023-01-04
15697,35,49447,0.2130,C,east,false,2023-02-25
15698,18,51710,0.4200,A,north,true,2023-09-10
15699,25,39842,0.5592,B,west,false,2023-01-08
15700,32,33049,0.5532,A,east,false,2023-08-21
15701,57,67398,0.4796,D,north,false,2023-03-21
15702,37,47943,0.3578,B,south,false,2023-04-25
15703,46,56176,0.4806,D,west,true,2023-02-06
15704,45,55979,0.4743,E,west,false,2023-03-13
15705,33,47124,0.4815,B,east,false,2023-01-06
15706,37,89977,0.4598,E,south,true,2023-05-14
15707,18,66631,0.3476,A,east,true,2023-08-07
15708,62,35642,0.3801,B,east,false,2023-07-13
15709,47,73362,0.8497,E,south,true,2023-05-02
15710,53,64813,0.4838,D,north,true,2023-07-11
15711,45,73197,0.7239,A,south,false,2023-06-15
15712,48,88897,0.5860,C,south,false,2023-11-02
15713,58,65006,0.5128,B,east,true,2023-11-15
15714,44,54732,0.6293,D,east,true,2023-10-23
15715,40,52555,0.2792,D,west,true,2023-05-06
15716,38,82638,0.5806,C,east,true,2023-11-22
15717,27,58599,0.7458,E,east,true,2023-12-20
15718,43,69627,0.4623,D,west,false,2023-04-28
15719,37,69789,0.3522,C,south,false,2023-12-17
15720,18,64323,0.4539,E,west,true,2023-04-16
15721,35,70867,0.6142,B,west,true,2023-05-07
15722,61,29135,0.4942,B,south,false,2023-03-23
15723,29,87793,0.1844,A,south,false,2023-04-16
15724,27,54835,0.4491,D,north,true,2023-07-02
15725,51,61029,0.4476,A,east,true,2023-01-26
15726,18,81540,0.5325,D,north,false,2023-10-19
15727,36,43625,0.6757,B,west,true,2023-05-01
15728,29,48949,0.5506,E,north,false,2023-02-09
15729,45,100771,0.3074,D,west,false,2023-09-10
15730,41,45410,0.5413,C,south,false,2023-01-10
15731,36,81663,0.5537,D,south,true,2023-06-08
15732,26,61046,0.3973,C,north,false,2023-10-17
15733,56,79062,0.4998,B,east,true,2023-07-22
15734,55,77423,0.6972,C,south,false,2023-08-04
15735,36,39917,0.2325,A,west,false,2023-12-21
15736,52,59941,0.5187,B,south,false,2023-04-18
15737,56,64901,0.2490,C,west,false,2023-11-26
15738,65,77063,0.6031,D,north,true,2023-09-16
15739,25,80540,0.4166,A,north,true,2023-07-11
15740,28,69487,0.6636,D,south,true,2023-07-14
15741,46,61126,0.4317,B,south,true,2023-01-20
15742,53,73181,0.5336,E,west,true,2023-06-24
15743,46,50106,0.7340,E,west,false,2023-11-12
15744,38,,0.2065,E,east,true,2023-03-03
15745,40,56107,0.4867,A,east,false,2023-05-03
15746,25,110177,0.6123,E,north,false,2023-01-16
15747,46,87334,0.5539,B,north,false,2023-01-28
15748,49,90348,0.3394,D,south,false,2023-04-15
15749,32,43539,0.2864,D,north,false,2023-06-14
15750,46,87427,0.5122,B,north,false,2023-08-06
15751,40,56423,0.3396,C,north,false,2023-09-22
15752,43,49822,0.4086,D,south,true,2023-02-24
15753,48,31417,0.5117,D,east,true,2023-04-23
15754,30,75554,0.3867,E,south,true,2023-12-13
15755,21,40812,0.7061,C,west,false,2023-04-05
15756,20,48747,0.5870,A,south,false,2023-06-14
15757,50,69273,0.4406,B,west,false,2023-09-11
15758,42,73370,0.4344,D,north,true,2023-01-05
15759,44,84305,0.4393,A,south,false,2023-10-19
15760,45,37761,0.4519,E,west,true,2023-02-18
15761,24,47248,0.6912,C,north,false,2023-12-20
15762,22,55381,0.4830,A,west,false,2023-08-13
15763,27,52293,0.5046,A,west,false,2023-08-26
15764,18,58772,0.5527,D,north,true,2023-11-27
15765,45,33605,0.5858,D,south,true,2023-07-26
15766,39,62746,0.8208,B,west,false,2023-04-10
15767,35,76322,0.4399,A,south,true,2023-03-09
15768,18,4435,0.6451,C,west,true,2023-03-08
15769,37,73970,0.4352,A,east,false,2023-10-24
15770,38,60746,0.3768,C,east,false,2023-10-10
15771,38,79659,0.1154,E,south,true,2023-07-07
15772,22,22102,0.5974,D,north,true,2023-07-02
15773,35,67351,0.3016,E,north,false,2023-11-06
15774,38,31037,0.4644,E,north,false,2023-01-20
15775,54,33636,0.1162,E,west,true,2023-02-06
15776,18,,0.7823,A,south,false,2023-11-22
15777,38,77149,0.8827,D,west,false,2023-01-06
15778,46,98792,0.6967,D,east,true,2023-12-01
15779,48,57195,0.7394,C,north,true,2023-10-09
15780,33,58034,0.5002,D,north,true,2023-01-19
15781,57,26880,0.5344,B,north,false,2023-09-13
15782,39,37015,0.5161,B,north,false,2023-08-27
15783,33,80714,0.3234,A,south,false,2023-05-22
15784,33,,0.5686,C,west,false,2023-02-24
15785,56,76440,0.5335,D,south,false,2023-06-07
15786,60,59516,0.5454,C,south,true,2023-08-28
15787,34,46782,0.4766,B,west,false,2023-12-16
15788,58,62123,0.5760,B,east,false,2023-12-18
15789,37,76047,0.6703,A,east,true,2023-04-23
15790,43,65305,0.6676,B,west,true,2023-06-26
15791,21,76281,0.0831,B,north,true,2023-05-24
15792,43,78410,0.6356,E,west,true,2023-07-09
15793,39,,0.5778,D,east,false,2023-05-20
15794,41,20477,0.4049,D,north,false,2023-10-20
15795,61,58899,0.6566,C,east,true,2023-01-19
15796,47,79024,0.6081,A,south,true,2023-08-08
15797,38,2709,0.5311,C,east,true,2023-07-15
15798,52,51517,0.4008,E,west,false,2023-05-23
15799,45,67075,0.5052,E,east,false,2023-03-10
15800,46,65369,0.5033,B,west,false,2023-08-01
15801,41,38159,0.6353,A,west,true,2023-07-17
15802,47,69587,0.3137,E,west,false,2023-11-17
15803,31,44905,0.6605,C,north,true,2023-03-06
15804,45,47559,0.2683,C,north,true,2023-06-27
15805,50,47693,0.5469,B,north,true,2023-03-18
15806,33,73234,0.4424,C,west,true,2023-03-21
15807,58,49832,0.2111,B,north,false,2023-08-02
15808,32,57541,0.4654,A,east,true,2023-04-19
15809,46,35172,0.1812,A,north,false,2023-10-20
15810,54,73032,0.6836,B,west,true,2023-06-11
15811,53,52094,0.7558,D,east,false,2023-03-11
15812,47,62571,0.6014,C,north,true,2023-06-11
15813,33,83095,0.5638,E,south,false,2023-01-21
15814,47,67016,0.7534,B,north,true,2023-04-09
15815,18,51725,0.2844,B,south,true,2023-11-07
15816,24,42403,0.6874,B,east,true,2023-06-05
15817,31,95335,0.3731,E,west,true,2023-12-06
15818,18,59777,0.5255,B,west,true,2023-11-03
15819,23,49590,0.5566,A,east,true,2023-03-04
15820,34,66203,0.4764,B,south,true,2023-12-24
15821,49,52993,0.2740,E,north,true,2023-12-22
15822,56,68648,0.5189,E,north,false,2023-08-10
15823,39,80043,0.6446,B,north,false,2023-12-08
15824,18,71435,0.7405,C,east,true,2023-10-16
15825,52,53004,0.3753,D,south,true,2023-09-08
